congresista,movimiento,circunscripcion,fecha,dato_asistencia
ACOSTA LOZANO CARLOS EDUARDO,COLOMBIA JUSTA LIBRES,BOGOTÁ D.C.,24/10/2018,ASISTIÓ
ACOSTA LOZANO CARLOS EDUARDO,COLOMBIA JUSTA LIBRES,BOGOTÁ D.C.,30/10/2018,ASISTIÓ
ACOSTA LOZANO CARLOS EDUARDO,COLOMBIA JUSTA LIBRES,BOGOTÁ D.C.,31/10/2018,ASISTIÓ
ACOSTA LOZANO CARLOS EDUARDO,COLOMBIA JUSTA LIBRES,BOGOTÁ D.C.,06/11/2018,ASISTIÓ
ACOSTA LOZANO CARLOS EDUARDO,COLOMBIA JUSTA LIBRES,BOGOTÁ D.C.,07/11/2018,ASISTIÓ
ACOSTA LOZANO CARLOS EDUARDO,COLOMBIA JUSTA LIBRES,BOGOTÁ D.C.,13/11/2018,ASISTIÓ
ACOSTA LOZANO CARLOS EDUARDO,COLOMBIA JUSTA LIBRES,BOGOTÁ D.C.,14/11/2018,ASISTIÓ
ACOSTA LOZANO CARLOS EDUARDO,COLOMBIA JUSTA LIBRES,BOGOTÁ D.C.,20/11/2018,ASISTIÓ
ACOSTA LOZANO CARLOS EDUARDO,COLOMBIA JUSTA LIBRES,BOGOTÁ D.C.,21/11/2018,ASISTIÓ
ACOSTA LOZANO CARLOS EDUARDO,COLOMBIA JUSTA LIBRES,BOGOTÁ D.C.,27/11/2018,ASISTIÓ
ACOSTA LOZANO CARLOS EDUARDO,COLOMBIA JUSTA LIBRES,BOGOTÁ D.C.,04/12/2018,ASISTIÓ
ACOSTA LOZANO CARLOS EDUARDO,COLOMBIA JUSTA LIBRES,BOGOTÁ D.C.,05/12/2018,ASISTIÓ
ACOSTA LOZANO CARLOS EDUARDO,COLOMBIA JUSTA LIBRES,BOGOTÁ D.C.,11/12/2018,ASISTIÓ
ACOSTA LOZANO CARLOS EDUARDO,COLOMBIA JUSTA LIBRES,BOGOTÁ D.C.,12/12/2018,ASISTIÓ
ACOSTA LOZANO CARLOS EDUARDO,COLOMBIA JUSTA LIBRES,BOGOTÁ D.C.,13/12/2018,ASISTIÓ
ACOSTA LOZANO CARLOS EDUARDO,COLOMBIA JUSTA LIBRES,BOGOTÁ D.C.,14/12/2018,ASISTIÓ
ACOSTA LOZANO CARLOS EDUARDO,COLOMBIA JUSTA LIBRES,BOGOTÁ D.C.,17/12/2018,ASISTIÓ
ACOSTA LOZANO CARLOS EDUARDO,COLOMBIA JUSTA LIBRES,BOGOTÁ D.C.,18/12/2018,ASISTIÓ
ACOSTA LOZANO CARLOS EDUARDO,COLOMBIA JUSTA LIBRES,BOGOTÁ D.C.,19/12/2018,ASISTIÓ
ACOSTA LOZANO CARLOS EDUARDO,COLOMBIA JUSTA LIBRES,BOGOTÁ D.C.,19/03/2019,ASISTIÓ
ACOSTA LOZANO CARLOS EDUARDO,COLOMBIA JUSTA LIBRES,BOGOTÁ D.C.,26/03/2019,ASISTIÓ
ACOSTA LOZANO CARLOS EDUARDO,COLOMBIA JUSTA LIBRES,BOGOTÁ D.C.,27/03/2019,ASISTIÓ
ACOSTA LOZANO CARLOS EDUARDO,COLOMBIA JUSTA LIBRES,BOGOTÁ D.C.,02/04/2019,ASISTIÓ
ACOSTA LOZANO CARLOS EDUARDO,COLOMBIA JUSTA LIBRES,BOGOTÁ D.C.,08/04/2019,ASISTIÓ
ACOSTA LOZANO CARLOS EDUARDO,COLOMBIA JUSTA LIBRES,BOGOTÁ D.C.,10/04/2019,ASISTIÓ
ACOSTA LOZANO CARLOS EDUARDO,COLOMBIA JUSTA LIBRES,BOGOTÁ D.C.,23/04/2019,ASISTIÓ
ACOSTA LOZANO CARLOS EDUARDO,COLOMBIA JUSTA LIBRES,BOGOTÁ D.C.,24/04/2019,ASISTIÓ
ACOSTA LOZANO CARLOS EDUARDO,COLOMBIA JUSTA LIBRES,BOGOTÁ D.C.,29/04/2019,ASISTIÓ
ACOSTA LOZANO CARLOS EDUARDO,COLOMBIA JUSTA LIBRES,BOGOTÁ D.C.,30/04/2019,ASISTIÓ
ACOSTA LOZANO CARLOS EDUARDO,COLOMBIA JUSTA LIBRES,BOGOTÁ D.C.,01/05/2019,ASISTIÓ
ACOSTA LOZANO CARLOS EDUARDO,COLOMBIA JUSTA LIBRES,BOGOTÁ D.C.,02/05/2019,ASISTIÓ
ACOSTA LOZANO CARLOS EDUARDO,COLOMBIA JUSTA LIBRES,BOGOTÁ D.C.,08/05/2019,ASISTIÓ
ACOSTA LOZANO CARLOS EDUARDO,COLOMBIA JUSTA LIBRES,BOGOTÁ D.C.,13/05/2019,ASISTIÓ
ACOSTA LOZANO CARLOS EDUARDO,COLOMBIA JUSTA LIBRES,BOGOTÁ D.C.,14/05/2019,ASISTIÓ
ACOSTA LOZANO CARLOS EDUARDO,COLOMBIA JUSTA LIBRES,BOGOTÁ D.C.,21/05/2019,ASISTIÓ
ACOSTA LOZANO CARLOS EDUARDO,COLOMBIA JUSTA LIBRES,BOGOTÁ D.C.,22/05/2019,ASISTIÓ
ACOSTA LOZANO CARLOS EDUARDO,COLOMBIA JUSTA LIBRES,BOGOTÁ D.C.,28/05/2019,ASISTIÓ
ACOSTA LOZANO CARLOS EDUARDO,COLOMBIA JUSTA LIBRES,BOGOTÁ D.C.,29/05/2019,ASISTIÓ
ACOSTA LOZANO CARLOS EDUARDO,COLOMBIA JUSTA LIBRES,BOGOTÁ D.C.,04/06/2019,ASISTIÓ
ACOSTA LOZANO CARLOS EDUARDO,COLOMBIA JUSTA LIBRES,BOGOTÁ D.C.,05/06/2019,ASISTIÓ
ACOSTA LOZANO CARLOS EDUARDO,COLOMBIA JUSTA LIBRES,BOGOTÁ D.C.,10/06/2019,ASISTIÓ
ACOSTA LOZANO CARLOS EDUARDO,COLOMBIA JUSTA LIBRES,BOGOTÁ D.C.,11/06/2019,ASISTIÓ
ACOSTA LOZANO CARLOS EDUARDO,COLOMBIA JUSTA LIBRES,BOGOTÁ D.C.,12/06/2019,ASISTIÓ
ACOSTA LOZANO CARLOS EDUARDO,COLOMBIA JUSTA LIBRES,BOGOTÁ D.C.,13/06/2019,ASISTIÓ
ACOSTA LOZANO CARLOS EDUARDO,COLOMBIA JUSTA LIBRES,BOGOTÁ D.C.,18/06/2019,ASISTIÓ
ACOSTA LOZANO CARLOS EDUARDO,COLOMBIA JUSTA LIBRES,BOGOTÁ D.C.,19/06/2019,ASISTIÓ
ACOSTA LOZANO CARLOS EDUARDO,COLOMBIA JUSTA LIBRES,BOGOTÁ D.C.,20/06/2019,ASISTIÓ
ACOSTA LOZANO CARLOS EDUARDO,COLOMBIA JUSTA LIBRES,BOGOTÁ D.C.,20/07/2019,ASISTIÓ
ACOSTA LOZANO CARLOS EDUARDO,COLOMBIA JUSTA LIBRES,BOGOTÁ D.C.,23/07/2019,ASISTIÓ
ACOSTA LOZANO CARLOS EDUARDO,COLOMBIA JUSTA LIBRES,BOGOTÁ D.C.,30/07/2019,ASISTIÓ
ACOSTA LOZANO CARLOS EDUARDO,COLOMBIA JUSTA LIBRES,BOGOTÁ D.C.,31/07/2019,ASISTIÓ
ACOSTA LOZANO CARLOS EDUARDO,COLOMBIA JUSTA LIBRES,BOGOTÁ D.C.,05/08/2019,ASISTIÓ
ACOSTA LOZANO CARLOS EDUARDO,COLOMBIA JUSTA LIBRES,BOGOTÁ D.C.,06/08/2019,ASISTIÓ
ACOSTA LOZANO CARLOS EDUARDO,COLOMBIA JUSTA LIBRES,BOGOTÁ D.C.,13/08/2019,ASISTIÓ
ACOSTA LOZANO CARLOS EDUARDO,COLOMBIA JUSTA LIBRES,BOGOTÁ D.C.,14/08/2019,ASISTIÓ
ACOSTA LOZANO CARLOS EDUARDO,COLOMBIA JUSTA LIBRES,BOGOTÁ D.C.,20/08/2019,ASISTIÓ
ACOSTA LOZANO CARLOS EDUARDO,COLOMBIA JUSTA LIBRES,BOGOTÁ D.C.,21/08/2019,ASISTIÓ
ACOSTA LOZANO CARLOS EDUARDO,COLOMBIA JUSTA LIBRES,BOGOTÁ D.C.,26/08/2019,ASISTIÓ
ACOSTA LOZANO CARLOS EDUARDO,COLOMBIA JUSTA LIBRES,BOGOTÁ D.C.,27/08/2019,ASISTIÓ
ACOSTA LOZANO CARLOS EDUARDO,COLOMBIA JUSTA LIBRES,BOGOTÁ D.C.,02/09/2019,ASISTIÓ
ACOSTA LOZANO CARLOS EDUARDO,COLOMBIA JUSTA LIBRES,BOGOTÁ D.C.,03/09/2019,ASISTIÓ
ACOSTA LOZANO CARLOS EDUARDO,COLOMBIA JUSTA LIBRES,BOGOTÁ D.C.,09/09/2019,ASISTIÓ
ACOSTA LOZANO CARLOS EDUARDO,COLOMBIA JUSTA LIBRES,BOGOTÁ D.C.,10/09/2019,ASISTIÓ
ACOSTA LOZANO CARLOS EDUARDO,COLOMBIA JUSTA LIBRES,BOGOTÁ D.C.,16/09/2019,ASISTIÓ
ACOSTA LOZANO CARLOS EDUARDO,COLOMBIA JUSTA LIBRES,BOGOTÁ D.C.,17/09/2019,ASISTIÓ
ACOSTA LOZANO CARLOS EDUARDO,COLOMBIA JUSTA LIBRES,BOGOTÁ D.C.,23/09/2019,ASISTIÓ
ACOSTA LOZANO CARLOS EDUARDO,COLOMBIA JUSTA LIBRES,BOGOTÁ D.C.,30/09/2019,ASISTIÓ
ACOSTA LOZANO CARLOS EDUARDO,COLOMBIA JUSTA LIBRES,BOGOTÁ D.C.,01/10/2019,ASISTIÓ
ACOSTA LOZANO CARLOS EDUARDO,COLOMBIA JUSTA LIBRES,BOGOTÁ D.C.,07/10/2019,ASISTIÓ
ACOSTA LOZANO CARLOS EDUARDO,COLOMBIA JUSTA LIBRES,BOGOTÁ D.C.,08/10/2019,ASISTIÓ
ACOSTA LOZANO CARLOS EDUARDO,COLOMBIA JUSTA LIBRES,BOGOTÁ D.C.,15/10/2019,ASISTIÓ
ACOSTA LOZANO CARLOS EDUARDO,COLOMBIA JUSTA LIBRES,BOGOTÁ D.C.,16/10/2019,ASISTIÓ
ACOSTA LOZANO CARLOS EDUARDO,COLOMBIA JUSTA LIBRES,BOGOTÁ D.C.,29/10/2019,ASISTIÓ
ACOSTA LOZANO CARLOS EDUARDO,COLOMBIA JUSTA LIBRES,BOGOTÁ D.C.,30/10/2019,ASISTIÓ
ACOSTA LOZANO CARLOS EDUARDO,COLOMBIA JUSTA LIBRES,BOGOTÁ D.C.,05/11/2019,ASISTIÓ
ACOSTA LOZANO CARLOS EDUARDO,COLOMBIA JUSTA LIBRES,BOGOTÁ D.C.,06/11/2019,ASISTIÓ
ACOSTA LOZANO CARLOS EDUARDO,COLOMBIA JUSTA LIBRES,BOGOTÁ D.C.,12/11/2019,ASISTIÓ
ACOSTA LOZANO CARLOS EDUARDO,COLOMBIA JUSTA LIBRES,BOGOTÁ D.C.,13/11/2019,ASISTIÓ
ACOSTA LOZANO CARLOS EDUARDO,COLOMBIA JUSTA LIBRES,BOGOTÁ D.C.,18/11/2019,ASISTIÓ
ACOSTA LOZANO CARLOS EDUARDO,COLOMBIA JUSTA LIBRES,BOGOTÁ D.C.,19/11/2019,ASISTIÓ
ACOSTA LOZANO CARLOS EDUARDO,COLOMBIA JUSTA LIBRES,BOGOTÁ D.C.,20/11/2019,ASISTIÓ
ACOSTA LOZANO CARLOS EDUARDO,COLOMBIA JUSTA LIBRES,BOGOTÁ D.C.,25/11/2019,ASISTIÓ
ACOSTA LOZANO CARLOS EDUARDO,COLOMBIA JUSTA LIBRES,BOGOTÁ D.C.,26/11/2019,ASISTIÓ
ACOSTA LOZANO CARLOS EDUARDO,COLOMBIA JUSTA LIBRES,BOGOTÁ D.C.,02/12/2019,ASISTIÓ
ACOSTA LOZANO CARLOS EDUARDO,COLOMBIA JUSTA LIBRES,BOGOTÁ D.C.,03/12/2019,ASISTIÓ
ACOSTA LOZANO CARLOS EDUARDO,COLOMBIA JUSTA LIBRES,BOGOTÁ D.C.,04/12/2019,ASISTIÓ
ACOSTA LOZANO CARLOS EDUARDO,COLOMBIA JUSTA LIBRES,BOGOTÁ D.C.,09/12/2019,ASISTIÓ
ACOSTA LOZANO CARLOS EDUARDO,COLOMBIA JUSTA LIBRES,BOGOTÁ D.C.,10/12/2019,OTRAS EXCUSAS
ACOSTA LOZANO CARLOS EDUARDO,COLOMBIA JUSTA LIBRES,BOGOTÁ D.C.,11/12/2019,ASISTIÓ
ACOSTA LOZANO CARLOS EDUARDO,COLOMBIA JUSTA LIBRES,BOGOTÁ D.C.,12/12/2019,ASISTIÓ
ACOSTA LOZANO CARLOS EDUARDO,COLOMBIA JUSTA LIBRES,BOGOTÁ D.C.,13/12/2019,ASISTIÓ
ACOSTA LOZANO CARLOS EDUARDO,COLOMBIA JUSTA LIBRES,BOGOTÁ D.C.,16/12/2019,ASISTIÓ
ACOSTA LOZANO CARLOS EDUARDO,COLOMBIA JUSTA LIBRES,BOGOTÁ D.C.,17/12/2019,ASISTIÓ
ACOSTA LOZANO CARLOS EDUARDO,COLOMBIA JUSTA LIBRES,BOGOTÁ D.C.,18/12/2019,ASISTIÓ
ACOSTA LOZANO CARLOS EDUARDO,COLOMBIA JUSTA LIBRES,BOGOTÁ D.C.,19/12/2019,ASISTIÓ
ACOSTA LOZANO CARLOS EDUARDO,COLOMBIA JUSTA LIBRES,BOGOTÁ D.C.,20/12/2019,ASISTIÓ
ACOSTA LOZANO CARLOS EDUARDO,COLOMBIA JUSTA LIBRES,BOGOTÁ D.C.,14/04/2020,ASISTIÓ
ACOSTA LOZANO CARLOS EDUARDO,COLOMBIA JUSTA LIBRES,BOGOTÁ D.C.,21/04/2020,ASISTIÓ
ACOSTA LOZANO CARLOS EDUARDO,COLOMBIA JUSTA LIBRES,BOGOTÁ D.C.,23/04/2020,ASISTIÓ
ACOSTA LOZANO CARLOS EDUARDO,COLOMBIA JUSTA LIBRES,BOGOTÁ D.C.,28/04/2020,ASISTIÓ
ACOSTA LOZANO CARLOS EDUARDO,COLOMBIA JUSTA LIBRES,BOGOTÁ D.C.,30/04/2020,ASISTIÓ
ACOSTA LOZANO CARLOS EDUARDO,COLOMBIA JUSTA LIBRES,BOGOTÁ D.C.,07/05/2020,ASISTIÓ
ACOSTA LOZANO CARLOS EDUARDO,COLOMBIA JUSTA LIBRES,BOGOTÁ D.C.,12/05/2020,ASISTIÓ
ACOSTA LOZANO CARLOS EDUARDO,COLOMBIA JUSTA LIBRES,BOGOTÁ D.C.,15/05/2020,ASISTIÓ
ACOSTA LOZANO CARLOS EDUARDO,COLOMBIA JUSTA LIBRES,BOGOTÁ D.C.,16/05/2020,ASISTIÓ
ACOSTA LOZANO CARLOS EDUARDO,COLOMBIA JUSTA LIBRES,BOGOTÁ D.C.,19/05/2020,ASISTIÓ
ACOSTA LOZANO CARLOS EDUARDO,COLOMBIA JUSTA LIBRES,BOGOTÁ D.C.,21/05/2020,ASISTIÓ
ACOSTA LOZANO CARLOS EDUARDO,COLOMBIA JUSTA LIBRES,BOGOTÁ D.C.,26/05/2020,ASISTIÓ
ACOSTA LOZANO CARLOS EDUARDO,COLOMBIA JUSTA LIBRES,BOGOTÁ D.C.,27/05/2020,ASISTIÓ
ACOSTA LOZANO CARLOS EDUARDO,COLOMBIA JUSTA LIBRES,BOGOTÁ D.C.,28/05/2020,ASISTIÓ
ACOSTA LOZANO CARLOS EDUARDO,COLOMBIA JUSTA LIBRES,BOGOTÁ D.C.,29/05/2020,ASISTIÓ
ACOSTA LOZANO CARLOS EDUARDO,COLOMBIA JUSTA LIBRES,BOGOTÁ D.C.,04/06/2020,ASISTIÓ
ACOSTA LOZANO CARLOS EDUARDO,COLOMBIA JUSTA LIBRES,BOGOTÁ D.C.,05/06/2020,ASISTIÓ
ACOSTA LOZANO CARLOS EDUARDO,COLOMBIA JUSTA LIBRES,BOGOTÁ D.C.,09/06/2020,ASISTIÓ
ACOSTA LOZANO CARLOS EDUARDO,COLOMBIA JUSTA LIBRES,BOGOTÁ D.C.,11/06/2020,ASISTIÓ
ACOSTA LOZANO CARLOS EDUARDO,COLOMBIA JUSTA LIBRES,BOGOTÁ D.C.,16/06/2020,ASISTIÓ
ACOSTA LOZANO CARLOS EDUARDO,COLOMBIA JUSTA LIBRES,BOGOTÁ D.C.,17/06/2020,ASISTIÓ
ACOSTA LOZANO CARLOS EDUARDO,COLOMBIA JUSTA LIBRES,BOGOTÁ D.C.,18/06/2020,ASISTIÓ
ACOSTA LOZANO CARLOS EDUARDO,COLOMBIA JUSTA LIBRES,BOGOTÁ D.C.,19/06/2020,ASISTIÓ
ACOSTA LOZANO CARLOS EDUARDO,COLOMBIA JUSTA LIBRES,BOGOTÁ D.C.,20/06/2020,ASISTIÓ
ACOSTA LOZANO CARLOS EDUARDO,COLOMBIA JUSTA LIBRES,BOGOTÁ D.C.,20/07/2020,ASISTIÓ
ACOSTA LOZANO CARLOS EDUARDO,COLOMBIA JUSTA LIBRES,BOGOTÁ D.C.,28/07/2020,ASISTIÓ
ACOSTA LOZANO CARLOS EDUARDO,COLOMBIA JUSTA LIBRES,BOGOTÁ D.C.,29/07/2020,ASISTIÓ
ACOSTA LOZANO CARLOS EDUARDO,COLOMBIA JUSTA LIBRES,BOGOTÁ D.C.,04/08/2020,ASISTIÓ
ACOSTA LOZANO CARLOS EDUARDO,COLOMBIA JUSTA LIBRES,BOGOTÁ D.C.,05/08/2020,ASISTIÓ
ACOSTA LOZANO CARLOS EDUARDO,COLOMBIA JUSTA LIBRES,BOGOTÁ D.C.,06/08/2020,ASISTIÓ
ACOSTA LOZANO CARLOS EDUARDO,COLOMBIA JUSTA LIBRES,BOGOTÁ D.C.,11/08/2020,ASISTIÓ
ACOSTA LOZANO CARLOS EDUARDO,COLOMBIA JUSTA LIBRES,BOGOTÁ D.C.,12/08/2020,ASISTIÓ
ACOSTA LOZANO CARLOS EDUARDO,COLOMBIA JUSTA LIBRES,BOGOTÁ D.C.,13/08/2020,ASISTIÓ
ACOSTA LOZANO CARLOS EDUARDO,COLOMBIA JUSTA LIBRES,BOGOTÁ D.C.,14/08/2020,ASISTIÓ
ACOSTA LOZANO CARLOS EDUARDO,COLOMBIA JUSTA LIBRES,BOGOTÁ D.C.,18/08/2020,ASISTIÓ
ACOSTA LOZANO CARLOS EDUARDO,COLOMBIA JUSTA LIBRES,BOGOTÁ D.C.,19/08/2020,ASISTIÓ
ACOSTA LOZANO CARLOS EDUARDO,COLOMBIA JUSTA LIBRES,BOGOTÁ D.C.,20/08/2020,ASISTIÓ
ACOSTA LOZANO CARLOS EDUARDO,COLOMBIA JUSTA LIBRES,BOGOTÁ D.C.,25/08/2020,ASISTIÓ
ACOSTA LOZANO CARLOS EDUARDO,COLOMBIA JUSTA LIBRES,BOGOTÁ D.C.,26/08/2020,ASISTIÓ
ACOSTA LOZANO CARLOS EDUARDO,COLOMBIA JUSTA LIBRES,BOGOTÁ D.C.,27/08/2020,ASISTIÓ
ACOSTA LOZANO CARLOS EDUARDO,COLOMBIA JUSTA LIBRES,BOGOTÁ D.C.,28/08/2020,ASISTIÓ
ACOSTA LOZANO CARLOS EDUARDO,COLOMBIA JUSTA LIBRES,BOGOTÁ D.C.,29/08/2020,ASISTIÓ
ACOSTA LOZANO CARLOS EDUARDO,COLOMBIA JUSTA LIBRES,BOGOTÁ D.C.,01/09/2020,ASISTIÓ
ACOSTA LOZANO CARLOS EDUARDO,COLOMBIA JUSTA LIBRES,BOGOTÁ D.C.,02/09/2020,ASISTIÓ
ACOSTA LOZANO CARLOS EDUARDO,COLOMBIA JUSTA LIBRES,BOGOTÁ D.C.,03/09/2020,ASISTIÓ
ACOSTA LOZANO CARLOS EDUARDO,COLOMBIA JUSTA LIBRES,BOGOTÁ D.C.,08/09/2020,ASISTIÓ
ACOSTA LOZANO CARLOS EDUARDO,COLOMBIA JUSTA LIBRES,BOGOTÁ D.C.,09/09/2020,ASISTIÓ
ACOSTA LOZANO CARLOS EDUARDO,COLOMBIA JUSTA LIBRES,BOGOTÁ D.C.,10/09/2020,ASISTIÓ
ACOSTA LOZANO CARLOS EDUARDO,COLOMBIA JUSTA LIBRES,BOGOTÁ D.C.,15/09/2020,ASISTIÓ
ACOSTA LOZANO CARLOS EDUARDO,COLOMBIA JUSTA LIBRES,BOGOTÁ D.C.,16/09/2020,ASISTIÓ
ACOSTA LOZANO CARLOS EDUARDO,COLOMBIA JUSTA LIBRES,BOGOTÁ D.C.,17/09/2020,ASISTIÓ
ACOSTA LOZANO CARLOS EDUARDO,COLOMBIA JUSTA LIBRES,BOGOTÁ D.C.,22/09/2020,ASISTIÓ
ACOSTA LOZANO CARLOS EDUARDO,COLOMBIA JUSTA LIBRES,BOGOTÁ D.C.,29/09/2020,ASISTIÓ
ACOSTA LOZANO CARLOS EDUARDO,COLOMBIA JUSTA LIBRES,BOGOTÁ D.C.,30/09/2020,ASISTIÓ
ACOSTA LOZANO CARLOS EDUARDO,COLOMBIA JUSTA LIBRES,BOGOTÁ D.C.,01/10/2020,ASISTIÓ
ACOSTA LOZANO CARLOS EDUARDO,COLOMBIA JUSTA LIBRES,BOGOTÁ D.C.,07/10/2020,ASISTIÓ
ACOSTA LOZANO CARLOS EDUARDO,COLOMBIA JUSTA LIBRES,BOGOTÁ D.C.,13/10/2020,ASISTIÓ
ACOSTA LOZANO CARLOS EDUARDO,COLOMBIA JUSTA LIBRES,BOGOTÁ D.C.,14/10/2020,ASISTIÓ
ACOSTA LOZANO CARLOS EDUARDO,COLOMBIA JUSTA LIBRES,BOGOTÁ D.C.,15/10/2020,ASISTIÓ
ACOSTA LOZANO CARLOS EDUARDO,COLOMBIA JUSTA LIBRES,BOGOTÁ D.C.,18/10/2020,ASISTIÓ
ACOSTA LOZANO CARLOS EDUARDO,COLOMBIA JUSTA LIBRES,BOGOTÁ D.C.,19/10/2020,ASISTIÓ
ACOSTA LOZANO CARLOS EDUARDO,COLOMBIA JUSTA LIBRES,BOGOTÁ D.C.,21/10/2020,ASISTIÓ
ACOSTA LOZANO CARLOS EDUARDO,COLOMBIA JUSTA LIBRES,BOGOTÁ D.C.,27/10/2020,ASISTIÓ
ACOSTA LOZANO CARLOS EDUARDO,COLOMBIA JUSTA LIBRES,BOGOTÁ D.C.,28/10/2020,ASISTIÓ
ACOSTA LOZANO CARLOS EDUARDO,COLOMBIA JUSTA LIBRES,BOGOTÁ D.C.,29/10/2020,ASISTIÓ
ACOSTA LOZANO CARLOS EDUARDO,COLOMBIA JUSTA LIBRES,BOGOTÁ D.C.,03/11/2020,ASISTIÓ
ACOSTA LOZANO CARLOS EDUARDO,COLOMBIA JUSTA LIBRES,BOGOTÁ D.C.,04/11/2020,ASISTIÓ
ACOSTA LOZANO CARLOS EDUARDO,COLOMBIA JUSTA LIBRES,BOGOTÁ D.C.,05/11/2020,ASISTIÓ
ACOSTA LOZANO CARLOS EDUARDO,COLOMBIA JUSTA LIBRES,BOGOTÁ D.C.,11/11/2020,ASISTIÓ
ACOSTA LOZANO CARLOS EDUARDO,COLOMBIA JUSTA LIBRES,BOGOTÁ D.C.,12/11/2020,ASISTIÓ
ACOSTA LOZANO CARLOS EDUARDO,COLOMBIA JUSTA LIBRES,BOGOTÁ D.C.,17/11/2020,ASISTIÓ
ACOSTA LOZANO CARLOS EDUARDO,COLOMBIA JUSTA LIBRES,BOGOTÁ D.C.,18/11/2020,ASISTIÓ
ACOSTA LOZANO CARLOS EDUARDO,COLOMBIA JUSTA LIBRES,BOGOTÁ D.C.,19/11/2020,ASISTIÓ
ACOSTA LOZANO CARLOS EDUARDO,COLOMBIA JUSTA LIBRES,BOGOTÁ D.C.,24/11/2020,ASISTIÓ
ACOSTA LOZANO CARLOS EDUARDO,COLOMBIA JUSTA LIBRES,BOGOTÁ D.C.,25/11/2020,ASISTIÓ
ACOSTA LOZANO CARLOS EDUARDO,COLOMBIA JUSTA LIBRES,BOGOTÁ D.C.,26/11/2020,ASISTIÓ
ACOSTA LOZANO CARLOS EDUARDO,COLOMBIA JUSTA LIBRES,BOGOTÁ D.C.,01/12/2020,ASISTIÓ
ACOSTA LOZANO CARLOS EDUARDO,COLOMBIA JUSTA LIBRES,BOGOTÁ D.C.,02/12/2020,ASISTIÓ
ACOSTA LOZANO CARLOS EDUARDO,COLOMBIA JUSTA LIBRES,BOGOTÁ D.C.,03/12/2020,ASISTIÓ
ACOSTA LOZANO CARLOS EDUARDO,COLOMBIA JUSTA LIBRES,BOGOTÁ D.C.,09/12/2020,ASISTIÓ
ACOSTA LOZANO CARLOS EDUARDO,COLOMBIA JUSTA LIBRES,BOGOTÁ D.C.,10/12/2020,ASISTIÓ
ACOSTA LOZANO CARLOS EDUARDO,COLOMBIA JUSTA LIBRES,BOGOTÁ D.C.,11/12/2020,ASISTIÓ
ACOSTA LOZANO CARLOS EDUARDO,COLOMBIA JUSTA LIBRES,BOGOTÁ D.C.,14/12/2020,ASISTIÓ
ACOSTA LOZANO CARLOS EDUARDO,COLOMBIA JUSTA LIBRES,BOGOTÁ D.C.,15/12/2020,ASISTIÓ
ACOSTA LOZANO CARLOS EDUARDO,COLOMBIA JUSTA LIBRES,BOGOTÁ D.C.,16/12/2020,ASISTIÓ
ACOSTA LOZANO CARLOS EDUARDO,COLOMBIA JUSTA LIBRES,BOGOTÁ D.C.,17/12/2020,ASISTIÓ
ACOSTA LOZANO CARLOS EDUARDO,COLOMBIA JUSTA LIBRES,BOGOTÁ D.C.,18/12/2020,ASISTIÓ
AGUILERA VIDES MODESTO ENRIQUE,CAMBIO RADICAL,ATLÁNTICO,20/07/2018,ASISTIÓ
AGUILERA VIDES MODESTO ENRIQUE,CAMBIO RADICAL,ATLÁNTICO,26/07/2018,ASISTIÓ
AGUILERA VIDES MODESTO ENRIQUE,CAMBIO RADICAL,ATLÁNTICO,01/08/2018,ASISTIÓ
AGUILERA VIDES MODESTO ENRIQUE,CAMBIO RADICAL,ATLÁNTICO,08/08/2018,ASISTIÓ
AGUILERA VIDES MODESTO ENRIQUE,CAMBIO RADICAL,ATLÁNTICO,15/08/2018,ASISTIÓ
AGUILERA VIDES MODESTO ENRIQUE,CAMBIO RADICAL,ATLÁNTICO,21/08/2018,ASISTIÓ
AGUILERA VIDES MODESTO ENRIQUE,CAMBIO RADICAL,ATLÁNTICO,28/08/2018,ASISTIÓ
AGUILERA VIDES MODESTO ENRIQUE,CAMBIO RADICAL,ATLÁNTICO,04/09/2018,ASISTIÓ
AGUILERA VIDES MODESTO ENRIQUE,CAMBIO RADICAL,ATLÁNTICO,05/09/2018,ASISTIÓ
AGUILERA VIDES MODESTO ENRIQUE,CAMBIO RADICAL,ATLÁNTICO,11/09/2018,ASISTIÓ
AGUILERA VIDES MODESTO ENRIQUE,CAMBIO RADICAL,ATLÁNTICO,12/09/2018,ASISTIÓ
AGUILERA VIDES MODESTO ENRIQUE,CAMBIO RADICAL,ATLÁNTICO,18/09/2018,ASISTIÓ
AGUILERA VIDES MODESTO ENRIQUE,CAMBIO RADICAL,ATLÁNTICO,19/09/2018,ASISTIÓ
AGUILERA VIDES MODESTO ENRIQUE,CAMBIO RADICAL,ATLÁNTICO,25/09/2018,ASISTIÓ
AGUILERA VIDES MODESTO ENRIQUE,CAMBIO RADICAL,ATLÁNTICO,26/09/2018,ASISTIÓ
AGUILERA VIDES MODESTO ENRIQUE,CAMBIO RADICAL,ATLÁNTICO,02/10/2018,ASISTIÓ
AGUILERA VIDES MODESTO ENRIQUE,CAMBIO RADICAL,ATLÁNTICO,03/10/2018,ASISTIÓ
AGUILERA VIDES MODESTO ENRIQUE,CAMBIO RADICAL,ATLÁNTICO,09/10/2018,ASISTIÓ
